Product_ID,Product_Name,Category,Supplier,Warehouse,Stock_Level,Reorder_Point,Unit_Cost,Unit_Price,Turnover_Rate,Last_Restocked_Date,Expiry_Date
SKU-02479,Advanced Charger,Electronics,Supplier_Delta,Warehouse_North,3,19,40.06,83.37,2.77,04/28/2026,
SKU-02480,Advanced Blender,Home & Kitchen,Supplier_Atlas,Warehouse_West,8,40,9.91,19.55,2.76,02/02/2026,
SKU-02481,Standard Tea Pack,Grocery,Supplier_Alpha,Warehouse_North,10,42,23.75,42.64,15.31,05/22/2026,12/22/2027
SKU-02482,Classic Camping Chair,Sports & Outdoors,Supplier_Delta,Warehouse_East,107,53,30.47,51.02,1.07,06/13/2026,
SKU-02483,Wireless Vitamin Pack,Health & Beauty,Supplier_Beta,Warehouse_North,348,56,21.36,27.23,0.8,03/10/2026,03/24/2028
SKU-02484,Basic Snack Bar,Grocery,Supplier_Delta,Warehouse_West,0,15,9.92,24.23,3.41,03/22/2026,12/24/2026
SKU-02485,Advanced Stool,Furniture,Supplier_Delta,Warehouse_East,14,23,17.52,30.2,2.54,02/12/2026,
SKU-02486,Pro Motor Oil,Automotive,Supplier_Omega,Warehouse_North,113,23,7.61,13.25,15.44,04/24/2026,
SKU-02487,Pro Cabinet,Furniture,Supplier_Omega,Warehouse_Central,66,24,21.4,29.25,1.16,06/15/2026,
SKU-02488,Eco Camping Chair,Sports & Outdoors,Supplier_Alpha,Warehouse_East,105,42,22.47,42.52,2.51,04/20/2026,
SKU-02489,Basic Pen Pack,Office Supplies,Supplier_Epsilon,Warehouse_Overflow,68,40,13.22,32.69,2.2,04/27/2026,
SKU-02490,Ultra Cap,Apparel,Supplier_Theta,Warehouse_Central,8,26,34.07,52.09,1.29,04/23/2026,
SKU-02491,Premium Cereal Box,Grocery,Supplier_Delta,Warehouse_Overflow,63,52,23.05,37.05,2.28,06/21/2026,08/07/2026
SKU-02492,Eco Olive Oil,Grocery,Supplier_Orion,Warehouse_North,376,24,43.8,66.01,5.69,06/20/2026,08/02/2026
SKU-02493,Ultra Mixing Bowl,Home & Kitchen,Supplier_Epsilon,Warehouse_North,197,29,34.76,80.87,1.61,05/13/2026,
SKU-02494,Heavy-Duty Jeans,Apparel,Supplier_Beta,Warehouse_Overflow,105,57,14.47,26.3,0.59,05/21/2026,
SKU-02495,Deluxe Binder,Office Supplies,Supplier_Gamma,Warehouse_East,44,30,21.97,49.88,6.73,03/07/2026,
SKU-02496,Eco Stool,Furniture,Supplier_Theta,Warehouse_South,459,38,15.16,34.95,4.03,02/25/2026,
SKU-02497,Eco Sticky Notes,Office Supplies,Supplier_Nova,Warehouse_West,17,18,27.2,59.13,3.64,05/15/2026,
SKU-02498,Basic Yoga Mat,Sports & Outdoors,Supplier_Atlas,Warehouse_South,3,38,35.57,54.75,2.11,07/07/2026,
SKU-02499,Portable Seat Cover,Automotive,Supplier_Summit,Warehouse_West,26,53,39.6,49.34,8.24,07/03/2026,
SKU-02500,Eco Scarf,Apparel,Supplier_Theta,Warehouse_Central,402,43,34.51,47.84,1.05,06/09/2026,
SKU-02501,Pro Yoga Mat,Sports & Outdoors,Supplier_Delta,Warehouse_Central,45,56,25.3,53.28,6.08,03/17/2026,
SKU-02502,Premium Cutting Board,Home & Kitchen,Supplier_Orion,Warehouse_South,51,18,22.79,49.29,4.08,05/15/2026,
SKU-02503,Pro Stapler,Office Supplies,Supplier_Alpha,Warehouse_South,41,57,25.38,55.74,11.77,06/28/2026,
SKU-02504,Smart Brake Pads,Automotive,Supplier_Alpha,Warehouse_South,13,39,7.15,10.85,1.1,06/14/2026,
SKU-02505,Premium Coffee Beans,Grocery,Supplier_Delta,Warehouse_East,10,26,6.15,8.6,3.83,01/27/2026,11/05/2026
SKU-02506,Classic Tablet,Electronics,Supplier_Delta,Warehouse_North,252,13,26.95,64.68,2.12,03/22/2026,
SKU-02507,Heavy-Duty Running Shoes,Sports & Outdoors,Supplier_Zeta,Warehouse_East,38,49,10.52,21.71,1.91,02/23/2026,
SKU-02508,Heavy-Duty Bookshelf,Furniture,Supplier_Theta,Warehouse_East,0,41,32.0,69.27,2.82,05/03/2026,
SKU-02509,Classic Dumbbell Set,Sports & Outdoors,Supplier_Omega,Warehouse_East,185,41,40.29,53.27,4.29,03/29/2026,
SKU-02510,Portable Hair Dryer,Health & Beauty,Supplier_Omega,Warehouse_Central,55,16,25.87,44.92,0.95,04/14/2026,07/30/2026
SKU-02511,Eco Keyboard,Electronics,Supplier_Nova,Warehouse_East,118,47,11.09,14.22,5.67,02/15/2026,
SKU-02512,Standard Soap Bar,Health & Beauty,Supplier_Orion,Warehouse_South,78,41,8.08,16.61,6.91,01/16/2026,11/01/2027
SKU-02513,Heavy-Duty Stool,Furniture,Supplier_Summit,Warehouse_West,12,14,12.96,23.8,7.18,04/09/2026,
SKU-02514,Heavy-Duty Envelope Box,Office Supplies,Supplier_Orion,Warehouse_Central,25,51,17.74,31.7,0.26,06/22/2026,
SKU-02515,Heavy-Duty Doll,Toys,Supplier_Epsilon,Warehouse_South,155,12,11.87,28.18,5.8,03/06/2026,
SKU-02516,Basic Toothbrush,Health & Beauty,Supplier_Nova,Warehouse_West,0,29,15.41,33.32,3.88,06/29/2026,02/27/2027
SKU-02517,Advanced Monitor,Electronics,Supplier_Vertex,Warehouse_North,348,26,15.79,38.74,2.76,03/29/2026,
SKU-02518,Classic Desk,Furniture,Supplier_Gamma,Warehouse_South,105,25,5.9,7.43,0.23,06/07/2026,
SKU-02519,Premium Building Blocks,Toys,Supplier_Gamma,Warehouse_Central,87,20,9.71,19.42,0.54,02/13/2026,
SKU-02520,Eco Kettle,Home & Kitchen,Supplier_Summit,Warehouse_Central,30,22,9.66,19.51,5.16,05/24/2026,
SKU-02521,Smart RC Car,Toys,Supplier_Zeta,Warehouse_East,161,27,19.89,24.55,3.22,05/24/2026,
SKU-02522,Compact Router,Electronics,Supplier_Alpha,Warehouse_West,28,23,28.4,63.14,2.12,03/17/2026,
SKU-02523,Smart Pasta Pack,Grocery,Supplier_Theta,Warehouse_Central,61,43,18.34,25.67,8.98,03/01/2026,07/17/2026
SKU-02524,Compact T-Shirt,Apparel,Supplier_Gamma,Warehouse_Overflow,44,21,19.92,42.06,4.19,03/24/2026,
SKU-02525,Ultra Dumbbell Set,Sports & Outdoors,Supplier_Epsilon,Warehouse_East,0,31,16.69,20.85,6.1,04/08/2026,
SKU-02526,Eco Olive Oil,Grocery,Supplier_Theta,Warehouse_East,7,30,26.8,53.54,2.77,03/10/2026,12/30/2027
SKU-02527,Basic Tea Pack,Grocery,Supplier_Theta,Warehouse_South,0,35,17.22,32.32,2.25,05/14/2026,07/24/2027
SKU-02528,Classic Air Filter,Automotive,Supplier_Omega,Warehouse_North,38,51,18.37,33.59,0.94,03/24/2026,
SKU-02529,Basic Charger,Electronics,Supplier_Alpha,Warehouse_East,27,48,54.99,92.2,4.9,04/09/2026,
SKU-02530,Ultra Tire Gauge,Automotive,Supplier_Gamma,Warehouse_Central,252,11,4.39,7.67,0.87,02/04/2026,
SKU-02531,Smart Doll,Toys,Supplier_Omega,Warehouse_Central,111,59,11.2,20.38,0.44,04/11/2026,
SKU-02532,Basic Water Bottle,Sports & Outdoors,Supplier_Sigma,Warehouse_Central,23,58,19.66,31.2,1.61,02/04/2026,
SKU-02533,Deluxe Snack Bar,Grocery,Supplier_Beta,Warehouse_North,63,25,15.61,37.71,5.98,06/27/2026,02/05/2028
SKU-02534,Classic Webcam,Electronics,Supplier_Sigma,Warehouse_East,40,43,5.28,12.96,3.35,05/20/2026,
SKU-02535,Advanced Blender,Home & Kitchen,Supplier_Sigma,Warehouse_North,336,20,20.27,32.23,2.45,06/15/2026,
SKU-02536,Advanced Bicycle Helmet,Sports & Outdoors,Supplier_Beta,Warehouse_North,63,28,13.52,29.91,5.43,01/26/2026,
SKU-02537,Deluxe Cookware Set,Home & Kitchen,Supplier_Sigma,Warehouse_Central,14,39,16.68,36.31,4.47,03/09/2026,
SKU-02538,Advanced Olive Oil,Grocery,Supplier_Gamma,Warehouse_East,56,16,10.68,24.97,5.26,06/22/2026,07/31/2026
SKU-02539,Ultra Cookware Set,Home & Kitchen,Supplier_Theta,Warehouse_West,0,36,13.64,16.44,2.9,05/10/2026,
SKU-02540,Wireless Cutlery Set,Home & Kitchen,Supplier_Atlas,Warehouse_North,0,31,25.68,42.1,4.81,05/15/2026,
SKU-02541,Portable Plush Bear,Toys,Supplier_Omega,Warehouse_South,59,26,17.43,24.2,1.27,03/23/2026,
SKU-02542,Premium Mixing Bowl,Home & Kitchen,Supplier_Delta,Warehouse_West,11,24,18.47,31.55,6.17,02/25/2026,
SKU-02543,Premium Water Bottle,Sports & Outdoors,Supplier_Summit,Warehouse_North,0,18,16.05,31.27,0.15,01/30/2026,
SKU-02544,Eco Building Blocks,Toys,Supplier_Vertex,Warehouse_South,91,21,22.02,52.44,1.96,03/01/2026,
SKU-02545,Standard Charger,Electronics,Supplier_Zeta,Warehouse_North,35,17,6.92,15.86,4.38,03/08/2026,
SKU-02546,Heavy-Duty Cabinet,Furniture,Supplier_Omega,Warehouse_West,43,11,14.76,27.29,2.59,02/15/2026,
SKU-02547,Portable Charger,Electronics,Supplier_Vertex,Warehouse_Overflow,13,58,48.34,59.48,1.96,03/22/2026,
SKU-02548,Basic T-Shirt,Apparel,Supplier_Vertex,Warehouse_Central,106,57,5.74,9.13,5.09,03/07/2026,
SKU-02549,Compact Cap,Apparel,Supplier_Epsilon,Warehouse_Overflow,38,25,10.31,13.8,3.16,04/09/2026,
SKU-02550,Ultra Speaker,Electronics,Supplier_Orion,Warehouse_Central,91,12,24.93,51.0,5.29,05/02/2026,
SKU-02551,Deluxe Jeans,Apparel,Supplier_Alpha,Warehouse_Central,56,57,56.04,117.91,4.23,02/03/2026,
SKU-02552,Premium Keyboard,Electronics,Supplier_Gamma,Warehouse_East,2,40,28.75,58.75,5.43,04/20/2026,
SKU-02553,Wireless Running Shoes,Sports & Outdoors,Supplier_Vertex,Warehouse_East,98,52,23.47,36.55,2.01,06/16/2026,
SKU-02554,Portable Toothbrush,Health & Beauty,Supplier_Summit,Warehouse_South,470,35,20.74,49.68,2.67,05/23/2026,04/18/2027
SKU-02555,Premium Charger,Electronics,Supplier_Omega,Warehouse_Central,117,50,27.5,54.04,1.69,04/18/2026,
SKU-02556,Ultra Brake Pads,Automotive,Supplier_Gamma,Warehouse_North,9,55,19.29,38.13,0.97,04/15/2026,
SKU-02557,Wireless Desk Organizer,Office Supplies,Supplier_Vertex,Warehouse_North,13,11,19.33,43.69,0.58,05/11/2026,
SKU-02558,Compact Tea Pack,Grocery,Supplier_Vertex,Warehouse_Overflow,327,39,15.59,20.11,6.5,04/10/2026,07/28/2026
SKU-02559,Heavy-Duty Monitor,Electronics,Supplier_Nova,Warehouse_North,85,22,18.85,27.76,7.63,06/18/2026,
SKU-02560,Eco Desk Organizer,Office Supplies,Supplier_Beta,Warehouse_Overflow,55,46,14.41,28.34,1.66,05/31/2026,
SKU-02561,Basic Storage Container,Home & Kitchen,Supplier_Delta,Warehouse_West,62,23,10.99,21.91,1.08,06/02/2026,
SKU-02562,Basic Cutting Board,Home & Kitchen,Supplier_Epsilon,Warehouse_South,576,10,38.47,69.51,5.32,06/18/2026,
SKU-02563,Pro Charger,Electronics,Supplier_Theta,Warehouse_West,13,41,14.6,32.32,5.06,02/18/2026,
SKU-02564,Advanced Charger,Electronics,Supplier_Theta,Warehouse_Central,93,15,5.38,8.87,0.04,07/08/2026,
SKU-02565,Deluxe Cap,Apparel,Supplier_Omega,Warehouse_South,103,31,16.51,20.05,1.41,06/04/2026,
SKU-02566,Premium Rice Bag,Grocery,Supplier_Atlas,Warehouse_West,113,20,9.85,16.17,4.55,04/03/2026,02/05/2027
SKU-02567,Smart Pasta Pack,Grocery,Supplier_Sigma,Warehouse_Central,0,58,4.72,11.59,2.1,02/22/2026,12/05/2026
SKU-02568,Standard Coffee Beans,Grocery,Supplier_Atlas,Warehouse_South,91,32,12.62,27.92,4.35,05/13/2026,05/11/2026
SKU-02569,Smart Tent,Sports & Outdoors,Supplier_Summit,Warehouse_North,320,23,10.22,16.49,3.42,04/09/2026,
SKU-02570,Standard Sunscreen,Health & Beauty,Supplier_Beta,Warehouse_North,57,23,8.73,13.0,1.83,04/13/2026,07/14/2027
SKU-02571,Premium Socks Pack,Apparel,Supplier_Orion,Warehouse_North,22,29,5.23,11.79,3.95,03/16/2026,
SKU-02572,Ultra Sunscreen,Health & Beauty,Supplier_Sigma,Warehouse_North,99,16,40.45,59.05,2.65,02/09/2026,04/17/2028
SKU-02573,Standard T-Shirt,Apparel,Supplier_Sigma,Warehouse_West,326,28,10.37,20.27,8.09,03/12/2026,
SKU-02574,Ultra Stool,Furniture,Supplier_Epsilon,Warehouse_South,238,35,17.2,32.0,5.4,04/21/2026,
SKU-02575,Wireless Rice Bag,Grocery,Supplier_Summit,Warehouse_Central,77,31,14.2,24.84,1.69,01/12/2026,02/12/2028
SKU-02576,Compact Board Game,Toys,Supplier_Atlas,Warehouse_South,77,15,21.8,38.23,0.41,04/16/2026,
SKU-02577,Eco Motor Oil,Automotive,Supplier_Gamma,Warehouse_East,20,22,20.52,43.36,5.43,06/17/2026,
SKU-02578,Premium Whiteboard,Office Supplies,Supplier_Omega,Warehouse_West,88,19,14.71,19.62,0.69,03/12/2026,
SKU-02579,Basic Socks Pack,Apparel,Supplier_Orion,Warehouse_Central,66,28,17.23,29.53,1.08,04/08/2026,
SKU-02580,Advanced Action Figure,Toys,Supplier_Theta,Warehouse_East,119,40,4.43,10.89,1.57,04/09/2026,
SKU-02581,Portable Tablet,Electronics,Supplier_Alpha,Warehouse_South,8,19,42.6,94.21,1.56,02/21/2026,
SKU-02582,Basic Soap Bar,Health & Beauty,Supplier_Sigma,Warehouse_Central,35,46,21.18,26.0,2.28,03/08/2026,11/04/2026
SKU-02583,Pro Whiteboard,Office Supplies,Supplier_Nova,Warehouse_South,28,22,36.82,65.58,0.65,05/27/2026,
SKU-02584,Standard Cabinet,Furniture,Supplier_Atlas,Warehouse_North,72,26,15.93,21.54,3.64,05/05/2026,
SKU-02585,Heavy-Duty Pen Pack,Office Supplies,Supplier_Epsilon,Warehouse_East,111,14,15.46,28.29,6.85,06/12/2026,
SKU-02586,Smart Plush Bear,Toys,Supplier_Zeta,Warehouse_Central,353,30,24.52,32.73,1.39,02/23/2026,
SKU-02587,Pro Router,Electronics,Supplier_Omega,Warehouse_North,39,48,9.26,15.8,1.68,04/19/2026,
SKU-02588,Wireless Plush Bear,Toys,Supplier_Nova,Warehouse_East,588,29,8.43,16.09,8.47,06/11/2026,
SKU-02589,Deluxe Coffee Beans,Grocery,Supplier_Summit,Warehouse_East,70,16,14.19,23.8,0.16,05/26/2026,12/02/2027
SKU-02590,Heavy-Duty Cookware Set,Home & Kitchen,Supplier_Pioneer,Warehouse_Overflow,97,24,24.87,48.55,3.58,02/07/2026,
SKU-02591,Smart Backpack,Sports & Outdoors,Supplier_Sigma,Warehouse_South,23,24,24.78,61.47,5.47,03/23/2026,
SKU-02592,Classic Camping Chair,Sports & Outdoors,Supplier_Pioneer,Warehouse_South,9,32,5.75,8.74,5.41,07/01/2026,
SKU-02593,Wireless Pen Pack,Office Supplies,Supplier_Vertex,Warehouse_East,115,42,48.88,94.53,2.04,03/03/2026,
SKU-02594,Basic Pen Pack,Office Supplies,Supplier_Pioneer,Warehouse_South,114,53,34.98,63.41,4.75,07/07/2026,
SKU-02595,Portable Rice Bag,Grocery,Supplier_Pioneer,Warehouse_West,496,11,4.31,9.71,1.55,03/20/2026,12/11/2026
SKU-02596,Pro Cookware Set,Home & Kitchen,Supplier_Gamma,Warehouse_West,50,59,35.22,56.68,2.68,05/28/2026,
SKU-02597,Advanced Tea Pack,Grocery,Supplier_Atlas,Warehouse_West,71,41,13.54,27.48,6.09,01/22/2026,07/16/2026
SKU-02598,Basic Sofa,Furniture,Supplier_Epsilon,Warehouse_Central,93,24,29.26,61.47,1.84,04/10/2026,
SKU-02599,Portable Coffee Beans,Grocery,Supplier_Delta,Warehouse_Overflow,19,16,5.57,13.75,6.75,06/29/2026,08/07/2027
SKU-02600,Advanced Webcam,Electronics,Supplier_Pioneer,Warehouse_East,0,18,31.57,44.09,3.46,01/28/2026,
SKU-02601,Wireless Toy Truck,Toys,Supplier_Alpha,Warehouse_Overflow,9,37,20.8,51.95,0.07,02/04/2026,
SKU-02602,Basic Keyboard,Electronics,Supplier_Epsilon,Warehouse_North,95,31,6.78,14.49,3.32,01/17/2026,
SKU-02603,Standard Cutting Board,Home & Kitchen,Supplier_Nova,Warehouse_West,108,12,17.74,31.81,8.34,04/12/2026,
SKU-02604,Portable T-Shirt,Apparel,Supplier_Theta,Warehouse_East,7,51,21.84,33.69,18.31,03/16/2026,
SKU-02605,Standard Charger,Electronics,Supplier_Alpha,Warehouse_Central,21,11,36.89,74.42,5.18,04/05/2026,
SKU-02606,Premium Stapler,Office Supplies,Supplier_Delta,Warehouse_East,20,31,15.28,21.15,0.7,06/29/2026,
SKU-02607,Smart Webcam,Electronics,Supplier_Zeta,Warehouse_Central,93,34,7.98,19.4,1.49,03/11/2026,
SKU-02608,Eco Cereal Box,Grocery,Supplier_Vertex,Warehouse_Overflow,492,34,12.49,17.98,3.09,03/23/2026,08/12/2027
SKU-02609,Smart Storage Container,Home & Kitchen,Supplier_Orion,Warehouse_West,66,41,52.97,116.88,1.24,06/24/2026,
SKU-02610,Premium Webcam,Electronics,Supplier_Omega,Warehouse_West,0,53,29.95,49.38,2.39,02/22/2026,
SKU-02611,Advanced Bicycle Helmet,Sports & Outdoors,Supplier_Vertex,Warehouse_North,360,16,22.52,33.34,2.85,03/14/2026,
SKU-02612,Pro Tablet,Electronics,Supplier_Sigma,Warehouse_North,88,40,18.91,42.57,2.0,05/03/2026,
SKU-02613,Portable Pasta Pack,Grocery,Supplier_Beta,Warehouse_Overflow,84,46,26.41,62.17,6.8,07/05/2026,09/08/2026
SKU-02614,Eco Mixing Bowl,Home & Kitchen,Supplier_Vertex,Warehouse_West,69,13,26.13,31.55,4.87,06/17/2026,
SKU-02615,Classic Hoodie,Apparel,Supplier_Gamma,Warehouse_East,362,42,36.95,91.13,4.35,03/27/2026,
SKU-02616,Heavy-Duty Speaker,Electronics,Supplier_Nova,Warehouse_South,119,24,8.28,14.48,9.32,04/18/2026,
SKU-02617,Heavy-Duty Scarf,Apparel,Supplier_Atlas,Warehouse_North,91,18,6.1,8.08,2.63,01/18/2026,
SKU-02618,Pro Olive Oil,Grocery,Supplier_Epsilon,Warehouse_South,28,15,36.39,65.11,3.48,03/07/2026,01/24/2028
SKU-02619,Classic Water Bottle,Sports & Outdoors,Supplier_Vertex,Warehouse_East,15,55,15.99,21.65,0.97,03/26/2026,
SKU-02620,Standard Jeans,Apparel,Supplier_Theta,Warehouse_North,111,40,35.35,54.31,3.41,03/03/2026,
SKU-02621,Advanced Blender,Home & Kitchen,Supplier_Gamma,Warehouse_North,97,43,13.66,26.29,1.43,04/10/2026,
SKU-02622,Compact Vitamin Pack,Health & Beauty,Supplier_Orion,Warehouse_East,0,53,6.41,10.69,4.87,01/30/2026,02/16/2027
SKU-02623,Pro Coffee Table,Furniture,Supplier_Theta,Warehouse_East,87,47,7.71,11.54,3.69,04/01/2026,
SKU-02624,Pro Lotion,Health & Beauty,Supplier_Epsilon,Warehouse_South,4,22,45.46,66.16,8.43,01/14/2026,10/20/2027
SKU-02625,Portable Scarf,Apparel,Supplier_Nova,Warehouse_East,51,45,15.64,31.71,3.59,03/26/2026,
SKU-02626,Compact Floor Mat,Automotive,Supplier_Zeta,Warehouse_Central,63,41,14.58,34.74,4.59,01/21/2026,
SKU-02627,Wireless Keyboard,Electronics,Supplier_Zeta,Warehouse_East,26,31,45.53,57.98,1.08,05/03/2026,
SKU-02628,Ultra Plush Bear,Toys,Supplier_Vertex,Warehouse_Central,19,57,18.2,27.62,2.91,04/06/2026,
SKU-02629,Deluxe Bookshelf,Furniture,Supplier_Vertex,Warehouse_Overflow,84,38,25.89,53.46,2.17,01/27/2026,
SKU-02630,Classic Sneakers,Apparel,Supplier_Pioneer,Warehouse_North,12,20,6.15,15.27,1.41,05/12/2026,
SKU-02631,Classic Puzzle,Toys,Supplier_Orion,Warehouse_North,25,15,17.04,35.54,3.32,03/02/2026,
SKU-02632,Deluxe Cutlery Set,Home & Kitchen,Supplier_Delta,Warehouse_East,67,14,16.24,20.6,2.59,06/30/2026,
SKU-02633,Advanced Headphones,Electronics,Supplier_Orion,Warehouse_East,583,10,21.37,30.61,5.39,03/09/2026,
SKU-02634,Advanced Tea Pack,Grocery,Supplier_Sigma,Warehouse_East,116,48,9.13,15.08,2.52,05/21/2026,03/30/2028
SKU-02635,Basic Cutlery Set,Home & Kitchen,Supplier_Omega,Warehouse_South,69,59,57.24,80.4,2.71,01/25/2026,
SKU-02636,Basic Puzzle,Toys,Supplier_Beta,Warehouse_West,12,19,10.91,15.68,2.39,03/23/2026,
SKU-02637,Wireless Motor Oil,Automotive,Supplier_Omega,Warehouse_North,88,19,22.53,35.05,2.11,04/23/2026,
SKU-02638,Pro Storage Container,Home & Kitchen,Supplier_Vertex,Warehouse_Overflow,93,58,32.33,54.46,2.89,02/12/2026,
SKU-02639,Compact Tire Gauge,Automotive,Supplier_Orion,Warehouse_South,5,33,26.85,45.9,3.38,04/19/2026,
SKU-02640,Standard Mixing Bowl,Home & Kitchen,Supplier_Delta,Warehouse_Central,170,16,43.05,79.61,4.05,06/19/2026,
SKU-02641,Compact Coffee Beans,Grocery,Supplier_Zeta,Warehouse_North,237,31,18.85,45.37,2.37,01/23/2026,07/27/2027
SKU-02642,Standard Charger,Electronics,Supplier_Pioneer,Warehouse_South,0,30,15.44,38.47,1.99,02/10/2026,
SKU-02643,Smart Cutting Board,Home & Kitchen,Supplier_Theta,Warehouse_South,64,31,48.22,59.1,4.36,05/16/2026,
SKU-02644,Smart Building Blocks,Toys,Supplier_Delta,Warehouse_Overflow,67,42,7.02,12.93,1.37,03/05/2026,
SKU-02645,Eco Webcam,Electronics,Supplier_Sigma,Warehouse_North,117,53,22.04,48.0,1.17,02/21/2026,
SKU-02646,Pro Cap,Apparel,Supplier_Atlas,Warehouse_West,69,34,27.04,35.02,2.53,01/13/2026,
SKU-02647,Deluxe Brake Pads,Automotive,Supplier_Pioneer,Warehouse_Central,106,40,7.85,19.02,5.54,07/08/2026,
SKU-02648,Classic Desk Organizer,Office Supplies,Supplier_Nova,Warehouse_West,7,58,15.36,37.16,0.97,06/07/2026,
SKU-02649,Premium Stool,Furniture,Supplier_Sigma,Warehouse_South,17,25,14.22,20.92,3.08,06/25/2026,
SKU-02650,Advanced Office Chair,Furniture,Supplier_Alpha,Warehouse_Overflow,162,24,8.22,18.26,2.94,06/11/2026,
SKU-02651,Compact Coffee Beans,Grocery,Supplier_Sigma,Warehouse_Central,30,38,6.27,12.26,1.39,01/22/2026,08/23/2027
SKU-02652,Smart Socks Pack,Apparel,Supplier_Nova,Warehouse_East,59,28,37.92,47.18,6.41,06/24/2026,
SKU-02653,Deluxe Scarf,Apparel,Supplier_Pioneer,Warehouse_East,95,26,9.47,15.02,4.31,03/17/2026,
SKU-02654,Eco Router,Electronics,Supplier_Orion,Warehouse_Overflow,575,35,17.92,27.64,10.8,03/02/2026,
SKU-02655,Classic Cookware Set,Home & Kitchen,Supplier_Gamma,Warehouse_Overflow,269,45,25.77,60.4,7.26,02/27/2026,
SKU-02656,Classic Hoodie,Apparel,Supplier_Epsilon,Warehouse_East,13,45,41.55,98.34,2.42,01/23/2026,
SKU-02657,Smart Backpack,Sports & Outdoors,Supplier_Pioneer,Warehouse_Central,548,44,25.56,31.82,0.7,06/12/2026,
SKU-02658,Classic Bicycle Helmet,Sports & Outdoors,Supplier_Nova,Warehouse_South,5,49,10.47,22.66,1.56,01/31/2026,
SKU-02659,Basic Tea Pack,Grocery,Supplier_Sigma,Warehouse_South,12,32,13.32,18.06,2.27,05/19/2026,11/04/2026
SKU-02660,Standard Puzzle,Toys,Supplier_Vertex,Warehouse_North,50,18,18.08,40.29,5.19,02/01/2026,
SKU-02661,Ultra Coffee Table,Furniture,Supplier_Zeta,Warehouse_North,33,43,24.38,56.06,3.37,03/28/2026,
SKU-02662,Wireless Vitamin Pack,Health & Beauty,Supplier_Delta,Warehouse_West,18,27,31.96,40.81,4.11,02/24/2026,06/19/2027
SKU-02663,Standard Rice Bag,Grocery,Supplier_Summit,Warehouse_East,73,25,33.12,53.79,2.76,03/25/2026,10/13/2026
SKU-02664,Pro Plush Bear,Toys,Supplier_Delta,Warehouse_South,0,41,44.68,75.67,4.82,03/25/2026,
SKU-02665,Deluxe Envelope Box,Office Supplies,Supplier_Orion,Warehouse_South,103,37,7.34,17.92,2.93,02/02/2026,
SKU-02666,Compact Juice Bottle,Grocery,Supplier_Delta,Warehouse_South,105,41,8.35,14.05,2.01,05/11/2026,10/28/2026
SKU-02667,Pro Charger,Electronics,Supplier_Zeta,Warehouse_Overflow,26,59,41.2,63.15,4.73,01/22/2026,
SKU-02668,Ultra Building Blocks,Toys,Supplier_Theta,Warehouse_Central,0,27,9.72,19.49,2.62,04/16/2026,
SKU-02669,Heavy-Duty Blender,Home & Kitchen,Supplier_Atlas,Warehouse_South,10,53,6.73,9.47,1.73,02/02/2026,
SKU-02670,Ultra T-Shirt,Apparel,Supplier_Epsilon,Warehouse_Central,77,43,10.53,21.19,1.46,04/30/2026,
SKU-02671,Advanced Board Game,Toys,Supplier_Nova,Warehouse_South,327,38,17.54,31.5,2.36,03/05/2026,
SKU-02672,Basic Jacket,Apparel,Supplier_Pioneer,Warehouse_West,8,30,10.62,22.84,2.39,03/03/2026,
SKU-02673,Compact Cookware Set,Home & Kitchen,Supplier_Sigma,Warehouse_Overflow,70,10,27.73,54.14,1.07,03/14/2026,
SKU-02674,Wireless Juice Bottle,Grocery,Supplier_Theta,Warehouse_South,41,25,22.75,32.52,5.3,05/21/2026,01/09/2028
SKU-02675,Smart Soap Bar,Health & Beauty,Supplier_Sigma,Warehouse_West,278,58,21.72,52.53,2.62,03/29/2026,11/29/2027
SKU-02676,Classic Pasta Pack,Grocery,Supplier_Summit,Warehouse_South,82,42,32.09,57.23,1.58,06/17/2026,06/02/2027
SKU-02677,Classic Scarf,Apparel,Supplier_Delta,Warehouse_South,200,30,11.84,25.67,11.54,04/16/2026,
SKU-02678,Premium Router,Electronics,Supplier_Sigma,Warehouse_East,38,44,15.75,29.79,1.44,06/07/2026,
SKU-02679,Heavy-Duty Charger,Electronics,Supplier_Atlas,Warehouse_Overflow,567,36,16.13,37.5,4.46,06/07/2026,
SKU-02680,Advanced Whiteboard,Office Supplies,Supplier_Zeta,Warehouse_East,5,29,35.06,57.43,2.2,07/03/2026,
SKU-02681,Standard Olive Oil,Grocery,Supplier_Gamma,Warehouse_Overflow,191,40,9.25,18.78,4.18,02/25/2026,09/07/2027
SKU-02682,Compact Bicycle Helmet,Sports & Outdoors,Supplier_Atlas,Warehouse_Central,95,25,52.8,68.81,3.62,02/02/2026,
SKU-02683,Heavy-Duty Speaker,Electronics,Supplier_Sigma,Warehouse_South,467,23,29.71,38.65,2.88,01/29/2026,
SKU-02684,Pro Socks Pack,Apparel,Supplier_Atlas,Warehouse_South,40,57,27.79,63.82,2.01,03/02/2026,
SKU-02685,Deluxe Cap,Apparel,Supplier_Theta,Warehouse_West,96,41,13.65,30.9,8.45,04/09/2026,
SKU-02686,Compact Charger,Electronics,Supplier_Nova,Warehouse_East,36,50,9.21,15.35,1.32,04/23/2026,
SKU-02687,Wireless Speaker,Electronics,Supplier_Epsilon,Warehouse_North,84,41,6.81,14.16,1.78,01/25/2026,
